4000 7 1
62.543 465.576 40.175 198.41 30.636 791.422 316.258 ; 0
62.551 465.676 40.509 197.869 31.094 788.462 317.024 ; 2
62.655 464.22 39.727 198.033 30.975 790.772 316.824 ; 0
62.759 464.172 39.588 199.53 31.207 790.812 317.214 ; 0
62.546 464.272 39.679 197.751 31.65 792.321 317.956 ; 2
62.632 464.139 39.56 195.782 30.983 791.546 316.838 ; 2
62.819 464.466 39.677 197.854 30.466 789.728 315.972 ; 0
62.423 463.985 39.563 199.848 30.211 786.851 315.546 ; 1
62.717 465.537 39.936 197.183 31.826 789.346 318.249 ; 0
62.677 465.879 40.392 197.921 30.761 789.369 316.466 ; 2
62.825 465.111 40.443 199.566 31.255 788.564 317.294 ; 0
62.754 465.506 39.611 200.734 30.028 790.811 315.24 ; 1
62.927 462.876 39.835 198.962 30.854 790.748 316.622 ; 2
62.568 464.446 39.665 196.529 31.042 790.505 316.937 ; 0
62.782 465.186 38.847 198.862 30.404 790.486 315.869 ; 1
62.703 465.1 40.321 199.684 31.197 788.634 317.197 ; 0
62.698 465.324 40.138 196.948 32.016 790.539 318.568 ; 2
62.687 466.393 40.244 199.365 30.831 789.597 316.584 ; 2
62.662 464.892 40.98 200.013 31.726 787.789 318.082 ; 2
62.802 466.01 40.125 197.704 31.505 790.213 317.712 ; 2
62.752 463.614 39.647 198.257 31.623 788.546 317.91 ; 0
62.629 462.932 40.033 198.792 31.101 792.666 317.036 ; 0
62.758 463.049 40.568 197.849 31.452 788.998 317.624 ; 2
62.778 464.437 39.266 199.638 31.556 791.207 317.798 ; 0
62.633 463.145 39.737 199.655 31.361 791.442 317.472 ; 0
62.67 99999 39.89 199.422 30.372 790.473 315.816 ; 1
62.503 465.17 39.97 199.01 31.579 790.391 317.837 ; 0
62.874 464.345 39.05 197.073 31.556 789.073 317.798 ; 0
62.731 464.887 40.073 197.379 31.64 789.65 317.939 ; 2
62.724 465.291 39.889 200.456 30.158 788.554 315.457 ; 1
62.628 464.457 39.27 197.745 31.553 790.399 317.793 ; 2
62.689 465.42 39.895 198.27 30.565 790.678 316.138 ; 1
62.663 464.498 39.911 197.146 31.089 790.713 317.016 ; 0
62.802 465.52 39.647 198.858 32.044 788.255 318.615 ; 0
62.54 463.742 40.318 199.576 31.297 788.72 317.364 ; 1
62.699 466.086 40.832 197.44 30.837 788.561 316.594 ; 2
62.706 462.838 39.635 198.836 31.417 790.652 317.566 ; 2
62.862 464.276 39.514 199.624 29.753 789.76 314.779 ; 1
62.73 464.783 40.542 197.282 30.931 791.081 316.752 ; 0
62.74 463.618 40.345 196.611 30.11 790.627 315.376 ; 2
62.555 463.273 39.802 198.276 31.683 789.103 318.01 ; 2
62.603 465.067 40.278 198.07 31.072 788.948 316.987 ; 2
62.684 464.395 39.38 198.126 31.772 789.005 318.16 ; 0
62.939 465.067 40.0 199.279 31.005 788.545 316.876 ; 2
62.824 465.4 39.48 200.622 30.025 791.273 315.235 ; 1
62.677 466.112 40.105 199.303 31.663 789.852 317.977 ; 0
62.655 464.261 39.42 197.517 31.035 789.357 316.926 ; 0
62.612 463.464 39.861 198.839 31.226 790.617 317.245 ; 0
62.653 465.418 40.246 198.196 31.112 790.252 317.055 ; 1
62.805 464.323 39.216 200.749 31.694 790.911 318.028 ; 0
62.693 465.938 39.792 198.926 31.114 788.217 317.058 ; 2
62.73 463.838 39.285 197.783 30.658 788.903 316.294 ; 0
62.668 463.423 39.44 198.767 30.935 790.064 316.759 ; 2
62.613 465.655 39.54 199.48 30.601 789.741 316.199 ; 1
62.6 464.549 39.13 200.855 31.645 789.099 317.947 ; 2
62.759 465.773 40.45 200.107 31.453 787.755 317.625 ; 1
62.723 463.443 39.377 197.412 30.846 789.325 316.608 ; 0
62.675 465.413 39.942 198.815 31.003 788.872 316.871 ; 1
62.686 465.135 39.231 200.523 30.297 789.454 315.69 ; 1
62.676 465.471 39.913 197.217 30.536 791.474 316.09 ; 0
62.733 463.849 39.33 195.725 31.066 791.009 316.978 ; 0
62.685 464.841 39.854 200.04 30.972 788.997 316.821 ; 0
62.633 464.497 39.344 199.745 31.334 788.159 317.425 ; 1
62.665 466.295 40.271 196.966 32.449 788.277 319.294 ; 2
62.654 464.688 39.691 198.668 30.811 789.807 316.551 ; 2
62.654 463.727 39.732 199.676 31.106 791.962 317.044 ; 0
62.545 464.594 39.441 200.417 30.369 790.355 315.811 ; 1
62.71 466.142 39.164 198.083 31.304 788.428 317.377 ; 2
62.803 462.207 40.246 198.544 31.122 790.309 317.071 ; 0
62.556 462.506 39.616 200.559 29.35 793.198 314.103 ; 2
62.767 465.384 40.204 200.739 29.903 788.37 315.03 ; 1
62.607 464.655 40.659 199.994 30.874 787.471 316.655 ; 0
62.56 464.158 39.44 197.729 31.121 789.321 317.069 ; 2
62.659 463.346 39.732 197.584 30.121 788.661 315.394 ; 2
62.667 465.162 40.677 198.348 30.591 787.586 316.181 ; 2
62.671 464.976 40.342 197.155 31.414 788.816 317.56 ; 2
62.781 464.529 39.775 198.643 30.977 789.967 316.828 ; 1
62.52 464.622 39.048 198.876 31.858 788.801 318.304 ; 0
62.62 464.678 38.863 196.844 30.693 789.169 316.354 ; 0
62.637 466.131 38.824 199.28 31.101 788.914 317.036 ; 1
99999 464.861 40.009 197.946 30.747 790.087 316.443 ; 0
62.712 465.416 39.599 197.708 31.356 788.255 317.463 ; 0
62.826 464.501 39.944 199.583 31.214 788.846 317.225 ; 1
62.713 462.618 40.127 197.288 31.405 789.304 317.546 ; 1
62.732 463.682 40.544 198.42 31.325 788.731 317.411 ; 1
62.612 466.068 39.29 199.073 31.759 786.736 318.138 ; 0
62.726 466.087 40.173 197.584 32.618 788.827 319.577 ; 0
62.718 464.393 39.328 197.138 31.971 791.386 318.493 ; 2
62.625 465.573 39.964 198.293 30.757 791.154 316.46 ; 1
62.739 464.005 39.333 197.746 31.009 791.537 316.882 ; 2
62.767 465.98 40.628 198.524 30.885 790.398 316.674 ; 0
62.66 465.497 39.912 197.407 30.88 789.626 316.666 ; 0
62.837 464.109 39.511 198.276 30.068 790.427 315.307 ; 2
62.771 464.423 39.522 198.4 30.963 790.525 316.805 ; 1
62.73 464.824 39.966 197.101 31.687 791.643 318.018 ; 2
62.641 464.933 39.807 197.102 31.871 789.689 318.326 ; 0
62.749 463.823 39.547 198.484 32.149 789.503 318.791 ; 2
62.718 462.811 39.543 198.605 30.173 791.87 315.483 ; 2
62.476 463.894 39.439 197.633 31.481 789.983 317.673 ; 0
62.821 465.117 39.654 198.556 32.197 790.71 318.871 ; 0
62.797 464.354 39.919 198.097 30.606 789.784 316.207 ; 2
62.714 464.273 39.669 199.579 32.338 788.621 319.107 ; 1
62.637 463.686 39.536 199.198 31.598 789.64 317.867 ; 0
62.866 464.824 39.275 198.336 31.926 788.392 318.418 ; 0
62.689 465.887 39.976 199.151 30.624 787.772 316.238 ; 1
62.465 465.056 39.026 200.3 31.83 788.658 318.258 ; 2
62.677 465.157 40.715 197.912 31.803 788.845 318.211 ; 2
62.574 463.945 39.549 200.053 31.532 789.479 317.758 ; 2
62.762 463.36 39.974 198.79 31.754 788.955 318.129 ; 2
62.668 464.444 39.639 199.65 32.124 787.68 318.749 ; 1
62.704 466.016 40.484 99999 31.28 789.493 317.337 ; 1
62.558 465.72 40.351 197.985 30.863 788.286 316.638 ; 2
62.645 463.67 39.804 201.293 31.905 789.421 318.382 ; 2
62.553 465.351 40.128 198.286 31.703 790.83 318.043 ; 1
62.78 464.868 39.675 198.537 30.344 789.671 315.769 ; 1
62.596 462.869 39.84 199.558 29.6 792.21 314.524 ; 2
62.716 466.45 40.643 198.206 31.709 789.692 318.054 ; 2
62.757 465.069 39.659 199.424 30.826 788.479 316.575 ; 1
62.926 465.755 39.495 198.973 30.876 789.8 316.659 ; 1
62.651 99999 40.209 199.178 31.319 790.537 317.401 ; 2
62.51 462.944 39.852 197.419 31.142 790.93 317.104 ; 0
62.622 464.633 40.155 198.179 31.981 788.731 318.51 ; 2
62.764 465.632 39.248 198.364 30.818 787.442 316.562 ; 0
62.582 464.14 39.706 197.043 30.763 789.222 316.469 ; 0
62.715 465.182 39.928 198.515 31.06 789.418 316.967 ; 2
62.594 463.006 40.088 199.416 31.239 792.401 317.267 ; 0
62.732 465.226 39.825 197.19 31.308 791.546 317.382 ; 1
62.71 464.833 40.264 199.827 30.179 789.607 315.492 ; 1
62.704 465.983 39.918 200.648 31.558 787.806 317.801 ; 1
99999 467.025 40.012 199.668 30.093 790.615 315.349 ; 1
62.694 466.061 39.866 199.954 32.518 789.678 319.409 ; 2
62.719 465.281 40.382 199.189 31.686 788.774 318.015 ; 2
62.563 464.75 39.836 198.505 30.217 790.466 315.555 ; 1
62.581 465.942 39.529 199.058 31.807 791.286 318.219 ; 0
62.551 464.79 40.33 198.517 30.836 788.624 316.592 ; 2
62.726 465.726 40.017 198.931 30.491 791.411 316.015 ; 1
62.573 464.771 40.124 199.169 31.505 789.445 317.713 ; 0
62.744 463.188 39.318 199.705 31.043 790.205 316.94 ; 2
62.58 463.734 39.708 198.335 31.059 793.143 316.967 ; 0
62.782 462.662 39.05 197.013 31.111 787.919 317.053 ; 0
62.758 464.764 39.421 199.83 30.126 790.098 315.404 ; 2
62.541 464.743 39.711 198.729 29.868 791.756 314.971 ; 0
62.75 463.474 39.355 198.325 30.889 791.149 316.682 ; 0
62.983 464.747 40.265 198.558 32.095 789.319 318.7 ; 0
62.747 464.354 39.596 198.961 31.451 789.782 317.622 ; 2
62.745 462.845 39.219 199.838 30.775 789.778 316.49 ; 2
62.555 464.205 39.431 199.731 31.389 787.558 317.518 ; 0
62.748 462.769 39.065 200.85 31.619 791.569 317.903 ; 0
62.685 464.812 39.4 199.927 32.689 787.223 319.696 ; 1
62.688 464.329 40.073 197.918 31.527 790.996 317.749 ; 0
62.786 465.217 40.73 199.587 30.678 789.911 316.328 ; 1
62.757 462.301 39.226 198.999 31.314 789.605 317.392 ; 1
62.744 464.629 39.441 199.042 30.673 790.86 316.319 ; 1
62.509 464.731 40.209 198.799 30.916 787.749 316.726 ; 1
62.705 464.674 39.537 199.978 30.304 788.804 315.702 ; 1
62.71 464.86 40.439 198.635 30.869 789.633 316.647 ; 1
62.849 464.739 39.448 198.821 31.531 790.538 317.756 ; 1
62.653 466.207 40.066 198.701 30.766 789.448 316.475 ; 0
62.804 465.189 40.93 197.951 31.29 787.375 317.352 ; 2
62.637 464.189 39.683 197.414 32.028 790.629 318.588 ; 2
62.842 464.391 40.348 200.352 32.169 790.371 318.825 ; 2
62.564 462.95 39.481 198.833 30.92 788.944 316.733 ; 2
99999 465.245 39.79 200.093 31.176 787.287 317.161 ; 1
62.743 464.213 39.367 199.347 31.631 788.425 317.923 ; 0
62.813 465.79 39.732 199.737 30.98 789.362 316.833 ; 1
62.701 465.344 40.304 197.927 31.425 789.248 317.578 ; 2
62.715 464.685 39.142 199.754 31.633 791.222 317.927 ; 0
62.919 466.152 39.577 198.368 30.548 789.755 316.111 ; 2
62.54 464.187 39.478 200.477 31.559 792.497 317.804 ; 0
62.636 464.697 39.09 197.037 31.282 789.764 317.339 ; 0
62.642 465.229 40.279 198.131 30.592 791.009 316.184 ; 0
62.74 465.677 39.966 198.543 30.423 790.124 315.901 ; 2
62.586 464.994 40.236 198.46 31.737 790.222 318.101 ; 1
62.571 465.278 40.99 198.793 32.11 787.48 318.726 ; 0
62.826 466.065 40.438 198.922 31.219 788.667 317.234 ; 1
62.919 463.623 39.771 198.14 30.931 789.809 316.751 ; 2
62.645 465.181 39.922 197.604 30.734 789.679 316.422 ; 0
62.591 462.864 38.975 201.286 31.084 788.433 317.008 ; 2
62.531 463.312 39.839 198.81 31.211 788.522 317.221 ; 2
62.755 465.885 39.924 196.854 30.254 787.952 315.618 ; 0
62.586 463.992 40.024 198.315 31.175 790.736 317.161 ; 1
62.383 464.878 40.078 197.628 30.654 789.39 316.287 ; 2
62.783 463.557 39.324 198.381 30.72 790.297 316.397 ; 2
62.633 465.348 40.522 198.302 31.767 789.051 318.152 ; 2
62.656 463.847 40.002 200.535 29.685 788.99 314.666 ; 1
62.641 465.359 39.12 197.501 31.168 787.931 317.148 ; 0
62.699 465.32 40.315 198.232 31.196 790.378 317.195 ; 1
62.667 464.593 39.962 196.773 31.792 789.919 318.193 ; 2
62.617 464.575 38.85 195.295 30.658 789.296 316.294 ; 0
62.957 465.268 39.717 198.819 30.683 789.364 316.337 ; 2
62.699 464.895 39.68 198.915 30.75 790.355 316.448 ; 1
62.738 465.402 39.436 197.492 31.28 793.188 317.336 ; 2
62.714 464.277 39.788 198.373 30.877 788.747 316.661 ; 2
62.372 465.761 41.032 199.179 30.959 786.898 316.798 ; 2
62.803 463.914 39.504 199.878 31.561 789.025 317.807 ; 2
62.56 464.88 39.71 198.433 31.177 789.278 317.163 ; 2
62.83 465.349 40.77 198.309 31.083 787.472 317.007 ; 1
62.725 465.079 39.561 99999 31.354 791.863 317.46 ; 0
62.762 465.834 39.706 199.257 30.907 790.23 316.712 ; 1
62.599 466.161 40.331 199.85 30.77 99999 316.483 ; 1
62.768 462.714 40.236 197.582 32.658 790.087 319.643 ; 1
62.722 466.421 39.604 198.457 30.754 789.478 316.456 ; 2
62.885 465.096 39.293 200.891 30.793 787.032 316.52 ; 2
62.731 464.671 39.311 197.539 31.19 789.689 317.184 ; 0
62.58 465.529 39.985 99999 30.619 788.447 316.229 ; 1
62.545 463.612 39.369 199.724 31.826 790.456 318.25 ; 0
62.611 464.798 39.991 199.902 31.112 790.444 317.055 ; 0
62.724 466.051 40.025 197.754 31.219 792.262 317.234 ; 1
62.744 464.909 39.95 197.153 31.397 789.209 317.531 ; 2
62.842 466.092 39.356 199.14 30.51 792.462 316.046 ; 1
62.597 465.979 40.169 197.376 30.995 789.192 316.858 ; 2
62.666 465.051 39.822 199.944 31.335 789.064 317.428 ; 1
62.791 463.361 39.592 197.997 31.418 789.41 317.567 ; 0
99999 464.038 39.587 201.061 31.951 788.538 318.459 ; 2
62.837 465.572 40.092 197.565 31.375 789.741 317.495 ; 2
62.812 465.881 40.063 197.651 30.864 792.087 316.639 ; 1
62.93 464.728 39.384 199.746 29.971 791.111 315.144 ; 1
62.71 464.248 41.211 197.624 31.291 789.653 317.354 ; 1
62.632 465.327 40.225 197.799 31.395 789.352 317.529 ; 2
62.71 465.182 39.953 197.916 30.125 791.914 315.402 ; 0
62.554 464.906 39.554 198.601 30.906 788.597 316.71 ; 0
62.616 464.953 40.115 199.068 30.905 788.618 316.707 ; 1
62.646 465.566 39.922 200.926 30.081 787.539 315.328 ; 1
62.636 463.852 39.969 199.512 30.522 787.409 316.067 ; 2
62.731 466.262 39.836 198.678 32.008 791.459 318.555 ; 0
62.684 464.615 40.346 197.836 31.374 788.404 317.493 ; 2
62.808 463.575 39.317 197.11 31.058 789.799 316.965 ; 0
62.661 465.051 39.827 198.21 30.384 789.837 315.836 ; 0
62.476 464.08 40.895 198.599 29.875 791.624 314.983 ; 0
62.64 463.401 40.697 196.979 30.01 792.162 315.209 ; 0
62.561 465.964 39.738 199.177 30.792 791.165 316.519 ; 1
62.711 463.828 39.013 201.105 28.806 791.539 313.192 ; 1
62.822 464.525 39.959 199.892 31.988 789.251 318.521 ; 1
62.656 466.916 39.39 199.604 28.428 790.986 312.56 ; 0
62.596 465.856 40.558 199.403 30.79 787.503 316.515 ; 1
62.748 462.746 40.131 200.508 31.622 791.212 317.909 ; 0
62.616 463.268 39.88 198.882 31.147 790.517 317.114 ; 0
62.743 465.069 39.883 197.967 30.616 789.953 316.225 ; 2
62.63 463.547 39.774 197.721 32.191 791.545 318.861 ; 2
62.671 462.365 39.52 198.821 29.367 793.899 314.133 ; 2
62.642 464.383 40.259 196.218 31.334 792.261 317.425 ; 2
62.777 465.02 39.899 197.844 31.557 789.769 317.8 ; 1
62.629 463.547 38.724 200.659 30.942 789.788 316.77 ; 2
62.684 464.922 39.914 197.913 30.278 789.007 315.658 ; 2
62.682 99999 40.452 198.43 31.892 789.046 318.361 ; 1
62.792 463.201 39.437 196.822 29.606 789.531 314.533 ; 2
62.778 464.116 39.423 199.776 31.507 791.382 317.717 ; 0
62.786 464.175 39.937 197.284 31.523 790.646 317.743 ; 1
62.689 465.203 40.719 199.007 31.571 788.812 317.824 ; 0
62.783 465.503 39.375 199.544 30.895 788.854 316.691 ; 1
62.759 463.457 39.592 199.706 29.783 788.716 314.829 ; 2
62.893 465.366 39.985 199.824 31.585 788.428 317.846 ; 1
62.907 463.787 39.867 198.711 31.614 789.188 317.895 ; 2
62.934 464.615 39.365 199.583 30.278 788.842 315.658 ; 1
62.716 463.963 40.182 198.309 31.15 788.66 317.118 ; 1
62.654 464.332 39.152 200.033 31.48 789.731 317.671 ; 2
62.599 464.045 38.666 196.34 30.464 788.95 315.97 ; 0
62.756 464.172 39.4 200.089 31.921 788.34 318.409 ; 0
62.676 465.443 40.35 199.287 31.891 789.65 318.358 ; 1
62.764 464.367 40.283 198.471 32.019 789.399 318.573 ; 0
62.498 464.631 39.676 198.57 31.651 789.814 317.957 ; 0
62.732 465.625 39.609 198.267 30.955 789.723 316.792 ; 1
62.663 463.462 39.78 198.382 31.116 790.54 317.062 ; 0
62.644 463.592 39.387 197.372 30.475 791.827 315.988 ; 2
62.775 464.307 40.146 197.85 31.501 790.654 317.707 ; 1
62.664 464.216 39.938 198.204 31.205 788.773 317.21 ; 2
62.723 464.317 40.072 199.066 31.33 790.117 317.419 ; 0
62.557 464.54 39.574 200.875 30.481 787.669 315.998 ; 1
62.507 465.02 40.268 200.291 30.641 788.404 316.265 ; 0
62.763 465.112 39.567 199.507 30.502 788.912 316.033 ; 1
62.488 467.202 39.793 199.257 31.074 790.219 316.991 ; 1
62.713 464.342 39.296 200.626 30.764 790.228 316.472 ; 2
62.597 463.835 39.898 196.701 31.032 790.95 316.921 ; 2
62.573 464.83 39.837 196.966 31.304 791.85 317.376 ; 1
62.714 466.467 39.721 199.236 31.39 789.917 317.52 ; 1
62.789 465.052 39.692 197.526 31.743 789.042 318.112 ; 0
62.578 464.37 39.068 197.286 30.831 789.342 316.585 ; 0
62.661 463.519 40.871 198.661 31.721 790.526 318.075 ; 2
62.821 466.718 39.845 199.413 31.616 789.208 317.898 ; 0
62.666 463.349 40.165 197.029 31.083 788.416 317.007 ; 1
62.757 464.01 39.626 197.675 32.136 790.87 318.769 ; 2
62.732 463.079 39.801 198.529 32.059 790.294 318.64 ; 1
62.866 462.783 40.044 199.069 31.382 791.351 317.506 ; 0
62.628 464.427 39.712 199.111 30.458 790.44 315.959 ; 2
62.868 465.395 39.926 196.894 31.774 790.751 318.164 ; 2
62.43 465.138 40.26 198.691 30.806 789.463 316.543 ; 1
62.696 465.171 40.58 199.804 31.07 788.121 316.984 ; 0
62.741 462.674 39.814 199.301 31.44 790.02 317.604 ; 2
62.655 465.072 39.531 198.892 30.796 790.487 316.526 ; 0
62.615 464.355 40.321 198.307 31.647 790.275 317.95 ; 1
62.752 463.666 39.723 198.336 30.992 792.009 316.854 ; 0
62.604 463.448 39.523 198.011 31.393 787.857 317.524 ; 0
62.709 462.755 39.066 200.002 30.819 788.269 316.564 ; 2
62.772 465.913 40.517 197.121 31.957 789.671 318.469 ; 0
62.883 465.426 39.959 199.414 30.699 787.682 316.362 ; 2
62.871 464.355 40.484 199.027 31.412 788.218 317.556 ; 1
62.671 464.387 40.081 197.386 31.176 790.569 317.161 ; 1
62.728 466.05 40.352 198.377 31.092 792.423 317.022 ; 1
62.591 463.825 40.307 199.836 31.311 788.361 317.388 ; 1
62.591 464.547 39.391 99999 32.368 792.496 319.157 ; 2
62.809 464.835 39.394 197.578 31.384 791.877 317.51 ; 2
62.726 464.933 40.233 199.276 31.66 788.629 317.973 ; 0
62.646 465.93 39.395 199.179 30.409 790.63 315.878 ; 1
62.729 464.757 40.519 199.779 31.556 789.177 317.799 ; 1
62.609 464.01 39.356 197.342 31.115 790.425 317.06 ; 2
62.68 464.208 40.429 198.12 31.48 788.426 317.67 ; 1
62.688 464.162 40.369 197.839 31.026 790.417 316.91 ; 1
62.678 463.677 39.382 200.724 30.199 791.385 315.525 ; 2
62.547 466.18 39.455 198.652 32.463 786.154 319.316 ; 0
62.645 464.133 39.891 200.401 29.889 789.027 315.007 ; 1
62.8 465.28 40.15 198.916 31.947 789.396 318.452 ; 0
62.721 464.114 39.636 197.142 30.983 789.646 316.839 ; 2
62.529 466.509 39.796 199.304 30.183 787.777 315.499 ; 2
62.696 465.991 39.738 198.986 30.497 791.256 316.025 ; 0
62.561 464.917 40.08 199.425 31.229 789.661 317.251 ; 0
62.786 465.494 39.686 196.423 31.077 792.061 316.996 ; 2
62.654 99999 39.022 196.879 32.628 788.364 319.593 ; 0
62.757 463.654 39.512 199.093 30.557 791.484 316.125 ; 2
62.757 464.745 39.692 197.655 30.546 791.663 316.107 ; 0
62.76 464.698 39.592 200.693 30.552 787.488 316.117 ; 1
62.827 464.216 39.448 200.245 31.401 791.384 317.539 ; 0
62.614 465.196 39.502 197.549 32.212 789.918 318.897 ; 0
62.869 464.638 40.302 196.713 30.457 788.685 315.958 ; 2
62.757 465.175 39.294 197.585 30.122 790.89 315.397 ; 0
62.669 463.416 39.715 196.929 30.175 788.944 315.485 ; 2
62.764 463.462 39.432 199.391 30.847 790.65 316.611 ; 2
62.592 463.013 38.939 201.251 30.95 789.302 316.783 ; 2
62.637 464.581 39.327 199.094 32.058 790.081 318.639 ; 0
62.6 465.344 39.839 199.963 30.326 790.884 315.739 ; 1
62.781 465.298 39.506 198.672 30.985 788.24 316.842 ; 0
62.992 463.576 40.366 198.998 30.147 789.125 99999 ; 1
62.812 465.131 39.279 200.35 30.081 790.33 315.329 ; 1
62.618 465.405 39.934 197.22 30.883 792.032 316.671 ; 1
62.858 464.755 40.315 199.084 30.539 791.544 316.095 ; 2
62.613 463.806 40.265 199.625 30.058 788.545 315.289 ; 1
62.819 465.186 39.729 197.701 30.749 791.269 316.446 ; 0
62.659 464.261 40.932 199.535 31.327 786.654 317.415 ; 0
62.739 465.282 40.451 200.062 31.549 788.047 317.787 ; 1
62.724 464.219 39.801 198.342 30.471 789.579 315.981 ; 2
62.617 464.598 40.471 198.056 30.417 790.961 315.89 ; 0
62.782 464.255 39.454 197.925 31.101 790.434 317.036 ; 2
62.607 467.512 40.013 195.944 31.566 786.07 317.815 ; 0
62.861 464.869 40.169 197.794 30.609 790.758 316.212 ; 0
62.853 465.846 39.885 197.441 31.446 792.338 317.614 ; 1
62.506 466.436 40.156 199.567 31.077 788.939 316.995 ; 1
62.66 463.8 39.39 198.048 31.276 791.648 317.33 ; 0
62.822 465.569 40.442 197.84 31.031 99999 316.919 ; 2
62.884 463.172 39.98 199.162 31.415 789.969 317.561 ; 0
62.487 463.89 39.617 197.471 31.632 793.429 317.926 ; 2
62.774 463.291 39.912 197.293 30.248 791.091 315.608 ; 2
62.848 465.261 39.726 196.851 30.017 791.46 315.22 ; 0
62.909 464.319 40.249 200.382 30.529 787.864 316.079 ; 0
62.742 466.036 40.457 197.747 31.435 789.301 317.596 ; 2
62.827 464.37 39.369 198.824 30.845 790.536 316.607 ; 2
62.749 463.44 39.365 199.134 31.212 789.681 317.221 ; 1
62.829 465.934 40.087 200.384 30.851 788.77 316.618 ; 0
62.602 464.992 99999 197.558 31.62 792.069 317.906 ; 2
62.566 463.392 39.424 197.825 31.055 791.489 316.959 ; 0
62.748 463.243 40.059 198.478 31.285 788.935 317.344 ; 2
62.687 464.727 38.45 195.935 30.754 788.863 316.456 ; 0
62.746 463.84 40.375 197.41 31.256 789.103 317.295 ; 1
62.88 464.887 39.77 198.421 31.067 789.602 316.98 ; 2
62.925 465.15 39.302 199.008 31.248 789.795 317.282 ; 1
62.483 464.653 39.131 199.711 30.335 791.974 315.753 ; 1
62.673 462.964 40.088 199.36 31.142 792.603 317.104 ; 0
